RETURN_ID,FILING_TYPE,EIN,TAX_PERIOD,SUB_DATE,TAXPAYER_NAME,RETURN_TYPE,DLN,OBJECT_ID
14061525,EFILE,746064569,201510,1/5/2017 7:15:47 PM,INTERNATIONAL MUNICIPAL SIGNAL ASSOCIATION INC,990O,93493252002486,201632529349300248
14062270,EFILE,421185696,201512,1/5/2017 8:38:13 PM,ANKENY FIRE DEPARTMENT ASSOCIATION FKA ANKENY VOLUNTEER ASSOCIATION,990EO,93492251001306,201602519349200130
14062273,EFILE,237127459,201606,1/5/2017 8:38:13 PM,ROTARY CLUB OF LANCASTER,990EO,93492252001356,201602529349200135
14062274,EFILE,941500738,201606,1/5/2017 8:38:14 PM,FORTUNA CHAMBER OF COMMERCE,990EO,93492246006166,201612469349200616
14062275,EFILE,237164039,201604,1/5/2017 8:38:14 PM,LOYAL ORDER OF MOOSE 1566,990EO,93492250002216,201612509349200221
14062269,EFILE,363981010,201606,1/5/2017 8:38:12 PM,DAYTONA BEACH WEST ROTARY CLUB,990EO,93492246004056,201602469349200405
14062281,EFILE,271444695,201606,1/5/2017 8:38:15 PM,WOMEN OF WOODSIDE INC,990EO,93492251004066,201612519349200406
14062285,EFILE,756034565,201606,1/5/2017 8:38:15 PM,ROTARY INTERNATIONAL ABILENE SOUTHWEST,990EO,93492250000236,201632509349200023
14062292,EFILE,562464112,201605,1/5/2017 8:38:16 PM,COWBOYS A CA NONPROFIT MBC,990EO,93492250002536,201632509349200253
14062288,EFILE,411691660,201512,1/5/2017 8:38:16 PM,MINNESOTA RESOURCE RECOVERY ASSOCIATION,990EO,93492250000636,201632509349200063
14062291,EFILE,461863233,201603,1/5/2017 8:38:16 PM,GREAT NORTHERN SPORTSMANS CLUB INC,990EO,93492250001286,201632509349200128
14062293,EFILE,453808495,201606,1/5/2017 8:38:16 PM,SEATUCK COVE LTD,990EO,93492250002836,201632509349200283
14062290,EFILE,721084630,201604,1/5/2017 8:38:16 PM,SOUTH CENTRAL CHAPTER OF SOCIETY OF LA CPAS,990EO,93492250001136,201632509349200113
14062294,EFILE,431067520,201605,1/5/2017 8:38:17 PM,FRATERNAL ORDER OF EAGLES 3669 AERIE,990EO,93492244002096,201642449349200209
14062284,EFILE,436061733,201506,1/5/2017 8:38:15 PM,OMEGA BUILDING ASSOCIATION CO JEROME SIGOLOFF,990EO,93492252006316,201612529349200631
14062280,EFILE,061668837,201605,1/5/2017 8:38:14 PM,MIDWEST WINTER SPORTS REPS ASSOCIATION,990EO,93492251001016,201612519349200101
14056769,EFILE,710446632,201510,1/4/2017 10:13:54 PM,LEE COUNTY WATER ASSOCIATION INC,990O,93493245007036,201632459349300703
14056763,EFILE,251287407,201606,1/4/2017 10:13:52 PM,SAFARI CLUB INTERNATIONAL PITTSBURGH CHAPTER,990O,93493245003486,201632459349300348
14056759,EFILE,226048656,201606,1/4/2017 10:13:50 PM,VETERANS OF FOREIGN WARS OF THE 2342 VFW-NJ CAIROLA-BARBER,990O,93493245002236,201632459349300223
14056755,EFILE,264202863,201512,1/4/2017 10:13:49 PM,LIBERTY GUARD INC,990O,93493242008676,201622429349300867
14056756,EFILE,481064529,201512,1/4/2017 10:13:49 PM,SHADOW GLEN GOLF CLUB,990O,93493243005186,201632439349300518
14056753,EFILE,060724046,201606,1/4/2017 10:13:48 PM,MAPLE CEMETARY ASSOCIATION INC,990O,93493242000426,201622429349300042
14056777,EFILE,222838938,201512,1/4/2017 10:13:57 PM,FINANCIAL SERVICE CENTERS OF AMERICA INC,990O,93493245011036,201632459349301103
14060687,EFILE,223115036,201512,1/5/2017 4:50:35 PM,LEEVER FOUNDATION,990PF,93491244004056,201602449349100405
14060682,EFILE,860945631,201512,1/5/2017 4:50:34 PM,NEW HAVEN HEALING CENTER,990PF,93491244002056,201602449349100205
14060689,EFILE,133427131,201512,1/5/2017 4:50:36 PM,LSK FOUNDATION,990PF,93491244005006,201602449349100500
14060703,EFILE,522285717,201512,1/5/2017 4:50:41 PM,NOTTUS MINISTRIES INC,990PF,93491244004076,201622449349100407
14060694,EFILE,461023769,201606,1/5/2017 4:50:38 PM,ROTARY INTERNATIONAL CLARKSVILLE TN SUNSET ROTARY CLUB,990PF,93491244007056,201602449349100705
14060702,EFILE,236251918,201510,1/5/2017 4:50:41 PM,MORRIS AND SOPHIE KARDON FOUNDATION,990PF,93491243005076,201622439349100507
14060681,EFILE,223508926,201512,1/5/2017 4:50:34 PM,MARCIA AND LON TABATCHNICK FAMILY FOUNDATION INC,990PF,93491244002006,201602449349100200
14060693,EFILE,556106147,201602,1/5/2017 4:50:38 PM,PHYLLIS A BENEKE,990PF,93491244007006,201602449349100700
14060680,EFILE,202042989,201511,1/5/2017 4:50:33 PM,SPINE GROUP OF TEXAS RESEARCH FOUNDATION,990PF,93491244001056,201602449349100105
14060692,EFILE,472404369,201510,1/5/2017 4:50:37 PM,REUSE OUR PLANET FOUNDATION,990PF,93491244006056,201602449349100605
14060705,EFILE,202073826,201512,1/5/2017 4:50:41 PM,SACRAMENTO SAMARITANS,990PF,93491245004026,201622459349100402
14060679,EFILE,341959056,201512,1/5/2017 4:50:33 PM,ANDREW CARSON MEMORIAL FOUNDATION CO JAMES D CARSON,990PF,93491244001006,201602449349100100
14060691,EFILE,276135824,201512,1/5/2017 4:50:37 PM,DUSTIN J WELLS FOUNDATION,990PF,93491244006006,201602449349100600
14060676,EFILE,463021603,201512,1/5/2017 4:50:32 PM,TBS SPARK FOUNDATION CO KENNETH SMITH,990PF,93491243006106,201602439349100610
14060699,EFILE,461523709,201512,1/5/2017 4:50:40 PM,WORLD OPPORTUNITY FOUNDATION,990PF,93491242005666,201612429349100566
14060684,EFILE,680011637,201607,1/5/2017 4:50:34 PM,MOUNTAIN PLAYSCHOOL INC,990PF,93491244003056,201602449349100305
14060677,EFILE,710906976,201512,1/5/2017 4:50:32 PM,CLIVE CUSSLER FOUNDATION CO DINKEL CPA SERVICES LLC,990PF,93491244000006,201602449349100000
14060683,EFILE,650925372,201512,1/5/2017 4:50:34 PM,AUDRE AND DONALD CARLIN FOUNDATION,990PF,93491244003006,201602449349100300
14060695,EFILE,271527514,201512,1/5/2017 4:50:38 PM,KEVIN AND MASHA KEATING FAMILY FOUNDATION,990PF,93491244007106,201602449349100710
14060698,EFILE,562061224,201512,1/5/2017 4:50:39 PM,KNIER FAMILY FOUNDATION,990PF,93491242001066,201612429349100106
14060686,EFILE,460912507,201608,1/5/2017 4:50:35 PM,FCTS MACHINE TECHNOLOGY FUND,990PF,93491244004006,201602449349100400
14060685,EFILE,204356942,201512,1/5/2017 4:50:35 PM,ROBERT D FISHER FOUNDATION INC,990PF,93491244003106,201602449349100310
14060678,EFILE,770394524,201512,1/5/2017 4:50:33 PM,BILL BERTKEN SUDDEN DEATH PREVENTION FUND,990PF,93491244000056,201602449349100005
14060690,EFILE,432037951,201512,1/5/2017 4:50:37 PM,THREE ANGELS - THE SIRPILLA FAMILY CHARITABLE FOUNDATION,990PF,93491244005056,201602449349100505
14060688,EFILE,264167211,201512,1/5/2017 4:50:36 PM,ARTHUR AND TIIA BROWN FAMILY FOUNDATION INC,990PF,93491244004106,201602449349100410
14058105,EFILE,341935328,201512,1/5/2017 2:20:39 AM,NORTHEAST OHIO TRADE AND ECONOMIC CONSORTIUM,990,93493246007096,201642469349300709
14058081,EFILE,430958608,201512,1/5/2017 2:20:26 AM,UNIVERSITY CITY CHILDRENS CENTER,990,93493251002376,201622519349300237
14058102,EFILE,710862076,201606,1/5/2017 2:20:37 AM,ALMA EDUCATION AND ARTS FOUNDATION,990,93493245011096,201642459349301109
14058083,EFILE,596231811,201512,1/5/2017 2:20:28 AM,PLYMOUTH HARBOR ENDOWMENT FUND,990,93493251004326,201622519349300432
14058103,EFILE,256070403,201512,1/5/2017 2:20:38 AM,LILIAN S BESORE MEMORIAL LIBRARY,990,93493246000196,201642469349300019
14058091,EFILE,540853760,201512,1/5/2017 2:20:32 AM,VECTOR INDUSTRIES INC,990,93493246000236,201632469349300023
14058094,EFILE,464728073,201512,1/5/2017 2:20:33 AM,MCWANE SCIENCE CENTER FOUNDATION,990,93493246008086,201632469349300808
14058095,EFILE,237089770,201605,1/5/2017 2:20:34 AM,CHESTER HISTORICAL SOCIETY,990,93493251002436,201632519349300243
14058101,EFILE,222415111,201512,1/5/2017 2:20:37 AM,WATERBIRD SOCIETY,990,93493245005346,201642459349300534
14058099,EFILE,861040833,201605,1/5/2017 2:20:36 AM,OCJ KIDS,990,93493252006186,201632529349300618
14058089,EFILE,742606522,201603,1/5/2017 2:20:31 AM,SAN ANTONIO BOWL ASSOCIATION CO DERRICK FOX,990,93493252010076,201622529349301007
14058079,EFILE,134123540,201512,1/5/2017 2:20:26 AM,CHRONICLE OF A PEOPLE FOUNDATION INC,990,93493250004726,201622509349300472
14058082,EFILE,272141996,201602,1/5/2017 2:20:27 AM,SHAPE UP MISSISSIPPI,990,93493251002476,201622519349300247
14058106,EFILE,640676348,201606,1/5/2017 2:20:39 AM,LAUREL CHRISTIAN SCHOOL,990,93493250001096,201642509349300109
14058097,EFILE,223789299,201512,1/5/2017 2:20:35 AM,KATIES HOUSE INC CO EVELYN DUDZIEC,990,93493252005236,201632529349300523
14056897,EFILE,222185314,201512,1/4/2017 10:40:12 PM,MONMOUTH CONSERVATION FOUNDATION,990,93493244006166,201612449349300616
14056911,EFILE,200487822,201606,1/4/2017 10:40:19 PM,PLAIN LOCAL SCHOOLS FOUNDATION,990,93493243001086,201632439349300108
14056894,EFILE,363139750,201512,1/4/2017 10:40:10 PM,INTERNATIONAL INTERIOR DESIGN ASSOC FDN,990,93493244003016,201612449349300301
14056895,EFILE,134025667,201512,1/4/2017 10:40:11 PM,CAREER SCHOOL OF NY INC,990,93493244004016,201612449349300401
14056907,EFILE,363975110,201512,1/4/2017 10:40:17 PM,LOVE INC OF LAKE COUNTY,990,93493239000336,201632399349300033
14056888,EFILE,521815708,201605,1/4/2017 10:40:07 PM,NATIONAL GAUCHER CARE FOUNDATION INC,990,93493242007316,201612429349300731
14056904,EFILE,522169212,201512,1/4/2017 10:40:15 PM,NATIONAL CENTER FOR HEALTH RESEARCH INC,990,93493244000026,201622449349300002
14056898,EFILE,920091087,201512,1/4/2017 10:40:12 PM,IDENTITY INC,990,93493244006216,201612449349300621
14056885,EFILE,112498112,201605,1/4/2017 10:40:05 PM,SALTAIRE VOLUNTEER FIRE COMPANY INC,990,93493245006056,201602459349300605
14056882,EFILE,540619813,201512,1/4/2017 10:40:04 PM,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER INC,990,93493242008606,201602429349300860
14056909,EFILE,061693902,201512,1/4/2017 10:40:18 PM,IN HIS WAKES INC,990,93493240002036,201632409349300203
14056884,EFILE,020693757,201512,1/4/2017 10:40:05 PM,WHISTLE STOP,990,93493245004406,201602459349300440
14056886,EFILE,861114590,201512,1/4/2017 10:40:06 PM,REHOBOTH COMMUNITY DEVELOPMENT CORP,990,93493245008106,201602459349300810
14056889,EFILE,134177240,201512,1/4/2017 10:40:07 PM,INTERNATIONAL SOCIETY FOR THE ADVANCEMENT OF SPINE,990,93493243002316,201612439349300231
14056891,EFILE,391460281,201512,1/4/2017 10:40:09 PM,HISTORIC THIRD WARD ASSOCIATION INC,990,93493243007116,201612439349300711
14056900,EFILE,470902020,201512,1/4/2017 10:40:14 PM,ACTION FOR HEALTHY KIDS,990,93493244009166,201612449349300916
14056887,EFILE,546040546,201512,1/4/2017 10:40:06 PM,NATIONAL SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION VIRGINIA SOCIETY SA,990,93493242006416,201612429349300641
14056890,EFILE,274373346,201509,1/4/2017 10:40:08 PM,TRADITIONAL FOUNDATION,990,93493243003016,201612439349300301
14056892,EFILE,420923563,201512,1/4/2017 10:40:09 PM,GOODWILL INDUSTRIES OF THE HEARTLAND,990,93493243007616,201612439349300761
14058013,EFILE,870768571,201512,1/5/2017 1:35:18 AM,FARTHEST CORNERS FOUNDATION,990EZ,93492243005086,201632439349200508
14057997,EFILE,465320778,201512,1/5/2017 1:35:14 AM,JOSH HEINZ FOUNDATION INC,990EZ,93492244006076,201622449349200607
14057994,EFILE,452866008,201606,1/5/2017 1:35:13 AM,TUCSON CHILLDRENS PROJECT,990EZ,93492239000116,201612399349200011
14058014,EFILE,043226118,201512,1/5/2017 1:35:19 AM,GREYHOUND OPTIONS INC,990EZ,93492244002436,201632449349200243
14058012,EFILE,166071126,201606,1/5/2017 1:35:18 AM,AMERICAN DENTAL SOCIETY OF ANESTESIOLOGY RESEARCH FOUNDATION,990EZ,93492243004286,201632439349200428
14057987,EFILE,453706953,201512,1/5/2017 1:35:12 AM,TEAM INTESTINAL FORTITUDE INC,990EZ,93492243002156,201602439349200215
14057988,EFILE,611719794,201512,1/5/2017 1:35:12 AM,FRIENDS OF THE HEPBURN LIBRARY OF WADDINGTON,990EZ,93492243002206,201602439349200220
14057995,EFILE,201943528,201512,1/5/2017 1:35:14 AM,KALAHARI CHILDRENS HOME FOUNDATION,990EZ,93492239003066,201612399349200306
14057999,EFILE,830216790,201605,1/5/2017 1:35:15 AM,GREEN RIVER CO-OP PRESCHOOL INC,990EZ,93492245007026,201622459349200702
14057998,EFILE,232636623,201512,1/5/2017 1:35:14 AM,BERWICK SENIOR CITIZENS INC,990EZ,93492245006276,201622459349200627
14058007,EFILE,264356045,201512,1/5/2017 1:35:17 AM,THAROS PRODUCTIONS NFP,990EZ,93492239005136,201632399349200513
14058016,EFILE,431260263,201604,1/5/2017 1:35:19 AM,GLOBAL AND MULTICULTURAL EDUCATION,990EZ,93492244003086,201632449349200308
14058010,EFILE,651277902,201512,1/5/2017 1:35:18 AM,ROOM FOR JOY,990EZ,93492242001186,201632429349200118
14058005,EFILE,611395616,201512,1/5/2017 1:35:16 AM,STILL WATER INC,990EZ,93492239005036,201632399349200503
14058003,EFILE,263804466,201512,1/5/2017 1:35:16 AM,EMMAUS RETREAT CENTER INC,990EZ,93492239004136,201632399349200413
14058000,EFILE,263967342,201512,1/5/2017 1:35:15 AM,CHRISTMAS IN NAPLES INC,990EZ,93492245007076,201622459349200707
14057996,EFILE,651234328,201606,1/5/2017 1:35:14 AM,FIDUCIARY AND COMMUNITY SERVICE OFF,990EZ,93492244005176,201622449349200517
14058002,EFILE,742248807,201509,1/5/2017 1:35:16 AM,MCALLEN CRIME STOPPERS INC,990EZ,93492239004086,201632399349200408
14057993,EFILE,237414580,201601,1/5/2017 1:35:13 AM,GN WILCOX MEMORIAL HOSPITAL AND HEALTH CARE AUXILIARY,990EZ,93492245007256,201602459349200725
14057992,EFILE,300506700,201512,1/5/2017 1:35:13 AM,REMAX OF MIDLAND BALLOON FEST DBA MIDLAND BALLOON FESTIVAL,990EZ,93492245007206,201602459349200720
14057991,EFILE,351970630,201605,1/5/2017 1:35:13 AM,MONROVIA BAND BOOSTERS INC,990EZ,93492245007006,201602459349200700
14057989,EFILE,593521189,201512,1/5/2017 1:35:12 AM,GREG LANCASTER MINISTRIES INC,990EZ,93492245002056,201602459349200205
14057990,EFILE,860659047,201512,1/5/2017 1:35:12 AM,MARICOPA COUNTY SHERIFFS OFFICE JEEP POSSE INC,990EZ,93492245002356,201602459349200235
14058009,EFILE,841194367,201512,1/5/2017 1:35:17 AM,PIKES PEAK JR GOLF ASSOCIATION FUND,990EZ,93492242001136,201632429349200113
14058961,EFILE,203269994,201512,1/5/2017 8:01:57 AM,JUST COMMUNITIES OF ARKANSAS,990,93493251008366,201612519349300836
14058952,EFILE,341615229,201605,1/5/2017 8:01:53 AM,WAPAKONETA AREA COMMUNITY FOUNDATIO,990,93493250006316,201612509349300631
14058967,EFILE,043457051,201604,1/5/2017 8:02:01 AM,COASTAL STARS INC,990,93493252008416,201612529349300841
14058971,EFILE,591415041,201604,1/5/2017 8:02:03 AM,RE-BUILD FOUNDATION INC,990,93493246007376,201622469349300737
14058955,EFILE,270028458,201512,1/5/2017 8:01:54 AM,COMMUNITY HOUSING SERVICES MONTICELLO INC,990,93493251002266,201612519349300226
14047368,EFILE,582643857,201509,1/3/2017 8:59:08 AM,OCONEE REGIONAL EMERGENCY MEDICAL SERVICES INC,990EZ,93492225012196,201642259349201219
14047363,EFILE,800736484,201606,1/3/2017 8:59:06 AM,MICHIGAN COMMUNITY COLLEGE ATHLETIC ASSOCIATION,990EZ,93492225008446,201642259349200844
14047362,EFILE,471532449,201512,1/3/2017 8:59:05 AM,CLEVELAND MAIDAN ASSOCIATION,990EZ,93492225008396,201642259349200839
14055541,EFILE,522316894,201512,1/4/2017 3:07:42 PM,EASTERN EDUCATIONAL RESOURCE COLLABORATIVE INC,990,93493252000036,201632529349300003
14055548,EFILE,841358029,201512,1/4/2017 3:07:45 PM,SIMCHAT TORAH BEIT MIDRASH,990,93493252002436,201632529349300243
14055544,EFILE,411932209,201512,1/4/2017 3:07:43 PM,HUBBARD COUNTY SENIOR HOUSING INC,990,93493252001136,201632529349300113
14055543,EFILE,621796910,201512,1/4/2017 3:07:43 PM,FOR THE KINGDOM INC,990,93493252001036,201632529349300103
14055547,EFILE,232953433,201512,1/4/2017 3:07:44 PM,NEWTOWN AMERICAN LEGION AMBULANCE SQUAD,990,93493252002336,201632529349300233
14062253,EFILE,460374071,201512,1/5/2017 8:34:42 PM,LENNOX CEMETERY ASSOCIATION,990EO,93492252005076,201622529349200507
14062246,EFILE,237080024,201512,1/5/2017 8:34:41 PM,INTERNATIONAL ASSOC OF FIRE FIGHTERS 1857 NORTH READING,990EO,93492246002226,201622469349200222
14062267,EFILE,820579159,201512,1/5/2017 8:34:44 PM,LIGHTHOUSE POINT CHAMBER OF COMMERCE INC,990EO,93492250004896,201642509349200489
14062240,EFILE,510209592,201512,1/5/2017 8:34:39 PM,IAAF NANTUCKET PERMANANT FIREFIGHTERS ASSOC LOCAL 2509,990EO,93492250003806,201602509349200380
14062255,EFILE,204239406,201512,1/5/2017 8:34:42 PM,OHIO BASS FEDERATION NATION INC,990EO,93492246004086,201632469349200408
14062260,EFILE,273970000,201606,1/5/2017 8:34:43 PM,OAKLAND VOLUNTEER FIRE DEPARTMENT,990EO,93492252001436,201632529349200143
14062252,EFILE,366208137,201606,1/5/2017 8:34:42 PM,ROTARY CLUB OF BATAVIA,990EO,93492252004176,201622529349200417
14062242,EFILE,237069278,201606,1/5/2017 8:34:40 PM,CFA SOCIETY SAN DIEGO INC,990EO,93492250005506,201602509349200550
14062249,EFILE,222485694,201605,1/5/2017 8:34:41 PM,SIGMA PHI EPSILON FRATERNITY INC,990EO,93492251004076,201622519349200407
14062266,EFILE,382621592,201604,1/5/2017 8:34:44 PM,MIO LODGE 1035 LOYAL ORDER OF MOOSE,990EO,93492250002696,201642509349200269
14062264,EFILE,476025331,201606,1/5/2017 8:34:44 PM,SIGMA PHI EPSILON FRATERNITY INC NEBRASKA BETA CH OF SIGMA PHI EPSILON,990EO,93492245002096,201642459349200209
14062239,EFILE,364478666,201606,1/5/2017 8:34:39 PM,NATIONAL DENTAL BOARD OF ANESTHESIOLOGY,990EO,93492250000156,201602509349200015
14062241,EFILE,631021326,201605,1/5/2017 8:34:40 PM,GADSDEN SERVICE GUILD OF GADSDEN ALABAMA INC,990EO,93492250005006,201602509349200500
14062263,EFILE,436052048,201606,1/5/2017 8:34:43 PM,LIONS INTERNATIONAL CONCORDIA LIONS,990EO,93492245000246,201642459349200024
14062244,EFILE,941700383,201606,1/5/2017 8:34:40 PM,SISKIYOU CO ROLLING HILLS MUTUAL WATER COMPANY INC,990EO,93492251003116,201612519349200311
14062243,EFILE,900313885,201606,1/5/2017 8:34:40 PM,INLAND EMPIRE FOUR WHEELRS,990EO,93492251002156,201602519349200215
14062268,EFILE,592716346,201605,1/5/2017 8:34:44 PM,NATIONAL ACTIVE AND RETIRED FEDERAL EMPLOYEES ASSOCIATION,990EO,93492251007296,201642519349200729
14062258,EFILE,590567384,201603,1/5/2017 8:34:43 PM,BPOE LODGE 1716,990EO,93492250005536,201632509349200553
14062256,EFILE,946104474,201606,1/5/2017 8:34:42 PM,SAN FRANCISCO ESTATE PLANNING COUNCIL,990EO,93492250004386,201632509349200438
14062259,EFILE,731027574,201512,1/5/2017 8:34:43 PM,RURAL WATER DISTRICT 3- OKMULGEE COUNTY,990EO,93492251005086,201632519349200508
14062254,EFILE,770362223,201512,1/5/2017 8:34:42 PM,PROFESSIONAL FIREFIGHTERS ASSOCIATION OF SANTA CRUZ COUNTY-IAFF LOCAL 3605,990EO,93492246002236,201632469349200223
14062251,EFILE,066103820,201606,1/5/2017 8:34:41 PM,ROTARY CLUB OF ESSEX CONNECTICUT,990EO,93492252001076,201622529349200107
14062250,EFILE,900053703,201604,1/5/2017 8:34:41 PM,EAST FLORENCE WATER ASSOCIATION,990EO,93492251007326,201622519349200732
14062247,EFILE,730178431,201512,1/5/2017 8:34:41 PM,SAND SPRINGS AREA CHAMBER OF COMMERCE,990EO,93492246004276,201622469349200427
14062245,EFILE,351144332,201512,1/5/2017 8:34:40 PM,INDIANA PSYCHIATRIC SOCIETY,990EO,93492252005116,201612529349200511
14059184,EFILE,411765750,201605,1/5/2017 8:38:34 AM,SIMLEY BASKETBALL BOOSTERS,990EZ,93492250001536,201632509349200153
14059200,EFILE,161672228,201606,1/5/2017 8:38:38 AM,PTA FRENCH VALLEY ELEMENTARY,990EZ,93492250004236,201632509349200423
14059199,EFILE,830333455,201606,1/5/2017 8:38:38 AM,NCHS MILLENNIUM FUND INC,990EZ,93492250004186,201632509349200418
14059202,EFILE,474582138,201512,1/5/2017 8:38:39 AM,DR DONNAS PET FOUNDATION INC,990EZ,93492250004336,201632509349200433
14059183,EFILE,742213878,201512,1/5/2017 8:38:34 AM,BRAZOS COUNTY CRIME STOPPERS,990EZ,93492250001486,201632509349200148
14059180,EFILE,261277265,201510,1/5/2017 8:38:33 AM,WIZARDS FAST PITCH INC,990EZ,93492250001186,201632509349200118
14059193,EFILE,340961369,201512,1/5/2017 8:38:36 AM,GRAHAM YOUTH ATHLETIC ASSOCIATION INC,990EZ,93492250002886,201632509349200288
14059186,EFILE,300312948,201606,1/5/2017 8:38:34 AM,NAZARETH AREA MIDDLE SCHOOL PTSA,990EZ,93492250002036,201632509349200203
14059174,EFILE,472325059,201512,1/5/2017 8:38:31 AM,PULLING FOR THE CURE LLC,990EZ,93492250000086,201632509349200008
14059176,EFILE,383312582,201606,1/5/2017 8:38:31 AM,THREE RIVERS AREA MENTORING INC,990EZ,93492250000386,201632509349200038
14059189,EFILE,271454920,201512,1/5/2017 8:38:35 AM,PROFITS FOR HUMANITY INC,990EZ,93492250002286,201632509349200228
14059179,EFILE,263711958,201607,1/5/2017 8:38:32 AM,HOALOHA O KE KAI MONTESSORI SCHOOL,990EZ,93492250000986,201632509349200098
14059197,EFILE,465531708,201512,1/5/2017 8:38:38 AM,RENEWABLE ENERGY FOR BETTER LIFE FOUNDATION,990EZ,93492250003886,201632509349200388
14059173,EFILE,133645412,201512,1/5/2017 8:38:31 AM,POLICE CHIEFS FOUNDATION OF ROCKLAND COUNTY,990EZ,93492250000036,201632509349200003
14059188,EFILE,946102259,201511,1/5/2017 8:38:35 AM,ROSS VALLEY LITTLE LEAGUE,990EZ,93492250002236,201632509349200223
14059195,EFILE,596196330,201512,1/5/2017 8:38:37 AM,GEM AND MINERAL SOCIETY OF THE PALM BEACHES INC,990EZ,93492250003586,201632509349200358
14059181,EFILE,770316978,201512,1/5/2017 8:38:33 AM,TEATRO DE LAS AMERICAS,990EZ,93492250001236,201632509349200123
14069902,EFILE,520336750,201511,1/10/2017 9:35:56 AM,GREEN MOUNT CEMETERY CORPORATION,990O,93493253011106,201602539349301110
14069905,EFILE,263935541,201512,1/10/2017 9:35:57 AM,PERFORMANCE MARKETING ASSOCIATION INC,990O,93493254000006,201602549349300000
14069890,EFILE,930241980,201512,1/10/2017 9:35:52 AM,OREGON TRI-CITY CHAMBER OF COMMERCE,990O,93493253001256,201602539349300125
14069915,EFILE,430164530,201512,1/10/2017 9:36:01 AM,PRINTING INDUSTRIES OF ST LOUIS INC,990O,93493257012056,201602579349301205
14069913,EFILE,223176650,201605,1/10/2017 9:36:00 AM,CONNECTICUT COALITION OF TAFT-HARTLEY HEALTH FUNDS INC,990O,93493257007856,201602579349300785
14069914,EFILE,540413760,201603,1/10/2017 9:36:01 AM,UNITED ORDER OF TENTS OF JR GIDDING,990O,93493257011556,201602579349301155
14069910,EFILE,742683270,201510,1/10/2017 9:35:59 AM,BORDER TRADE ALLIANCE,990O,93493257003306,201602579349300330
14069909,EFILE,230607055,201512,1/10/2017 9:35:59 AM,PENNSYLVANIA FUNERAL DIRECTORS ASSOCIATION,990O,93493256004306,201602569349300430
14069908,EFILE,840955189,201512,1/10/2017 9:35:58 AM,TELLURIDE MOUNTAIN VILLAGE OWNERS ASSOCIATION,990O,93493256002406,201602569349300240
14070156,EFILE,350821080,201510,1/10/2017 10:25:20 AM,INDIANA FARM BUREAU FRANKLIN COUNTY FARM BUREAU INC,990EO,93492259009116,201612599349200911
14070148,EFILE,350951724,201606,1/10/2017 10:25:19 AM,ROTARY CLUB OF LAFAYETTE IN INC,990EO,93492259003366,201612599349200336
14070143,EFILE,942721886,201605,1/10/2017 10:25:18 AM,LOS BANOS GOLDEN AGE CLUB INC,990EO,93492258011066,201612589349201106
14070134,EFILE,043191854,201512,1/10/2017 10:25:16 AM,HOLLISTON POLICE ASSOCIATION,990EO,93492256002266,201612569349200226
14070133,EFILE,510193852,201606,1/10/2017 10:25:16 AM,ARMY OFFICERS SPOUSES CLUB OF GREATER WASHINGTON AREA,990EO,93492253005116,201612539349200511
14070160,EFILE,364620017,201604,1/10/2017 10:25:21 AM,DEPEW FIRE DEPARTMENT,990EO,93492256004026,201622569349200402
14070151,EFILE,061543256,201603,1/10/2017 10:25:19 AM,SUFFIELD OBSERVER INC,990EO,93492259005016,201612599349200501
14070139,EFILE,141745406,201606,1/10/2017 10:25:17 AM,ROTARY CLUB OF PORT JERVIS NY,990EO,93492258002066,201612589349200206
14070141,EFILE,840412206,201510,1/10/2017 10:25:18 AM,WARRIOR DITCH COMPANY,990EO,93492258008516,201612589349200851
14070146,EFILE,461685366,201512,1/10/2017 10:25:18 AM,INDUSTRIAL CENTER OF MCKEESPORT ASSOCIATION,990EO,93492259003066,201612599349200306
14070153,EFILE,204073629,201512,1/10/2017 10:25:20 AM,NATURAL COLOR DIAMOND ASSOCIATION INC,990EO,93492259008116,201612599349200811
14070142,EFILE,416076430,201604,1/10/2017 10:25:18 AM,TWIN CITIES CHAPTER AMERICAN FOUNDR,990EO,93492258010616,201612589349201061
14070152,EFILE,752113359,201604,1/10/2017 10:25:19 AM,LINKS INC PLANO NORTH METROPLEX CHAPTER,990EO,93492259007866,201612599349200786
14070136,EFILE,351497566,201512,1/10/2017 10:25:17 AM,INDIANA TOWING AND WRECKER ASSOCIATION,990EO,93492257001266,201612579349200126
14070135,EFILE,042801341,201604,1/10/2017 10:25:16 AM,BOSTON HERALD-BOSTON NEWSPAPER PRINTING PRESSMENS UNION NO 3,990EO,93492257001216,201612579349200121
14070145,EFILE,136131119,201512,1/10/2017 10:25:18 AM,AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES LOCAL 1087,990EO,93492259002416,201612599349200241
14070157,EFILE,912079570,201607,1/10/2017 10:25:20 AM,CMAA - SOUTH ATLANTIC CHAPTER,990EO,93492259009416,201612599349200941
14070138,EFILE,650270113,201512,1/10/2017 10:25:17 AM,NATIONAL BUSINESS TRAVEL ASSN INC,990EO,93492257004116,201612579349200411
